##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Biosynthesis of secondary metabolites	KEGG PATHWAY	ath01110	278	2212	0.220534198654	0.999997412981	Barthea30893|Barthea28870|Barthea08799|Barthea02580|Barthea13382|Barthea13548|Barthea28912|Barthea03325|Barthea12401|Barthea17583|Barthea12085|Barthea20862|Barthea22578|Barthea10382|Barthea09749|Barthea29164|Barthea08216|Barthea36123|Barthea29427|Barthea12001|Barthea21170|Barthea27739|Barthea01813|Barthea36791|Barthea37822|Barthea35453|Barthea17531|Barthea22703|Barthea36437|Barthea24919|Barthea22444|Barthea10572|Barthea29094|Barthea08579|Barthea07323|Barthea13806|Barthea08575|Barthea33172|Barthea19533|Barthea42991|Barthea42468|Barthea24320|Barthea31734|Barthea28316|Barthea16701|Barthea14255|Barthea46316|Barthea46310|Barthea36953|Barthea12493|Barthea12492|Barthea28894|Barthea20565|Barthea28892|Barthea29256|Barthea12495|Barthea26887|Barthea08687|Barthea12498|Barthea17136|Barthea07829|Barthea37386|Barthea12017|Barthea25585|Barthea41150|Barthea42903|Barthea41102|Barthea09323|Barthea30137|Barthea35227|Barthea14578|Barthea02604|Barthea20870|Barthea25324|Barthea16909|Barthea39460|Barthea44773|Barthea29009|Barthea21293|Barthea00184|Barthea24333|Barthea41353|Barthea12303|Barthea30100|Barthea13408|Barthea34954|Barthea17841|Barthea19325|Barthea11875|Barthea10285|Barthea16225|Barthea20579|Barthea40896|Barthea46007|Barthea14090|Barthea42914|Barthea19713|Barthea19543|Barthea21048|Barthea37081|Barthea02115|Barthea20867|Barthea17301|Barthea41352|Barthea23731|Barthea29846|Barthea38646|Barthea21913|Barthea28867|Barthea35015|Barthea35016|Barthea17604|Barthea19361|Barthea29524|Barthea12330|Barthea04636|Barthea28379|Barthea09289|Barthea10020|Barthea34889|Barthea04785|Barthea35789|Barthea21184|Barthea41878|Barthea29378|Barthea21056|Barthea46400|Barthea08787|Barthea02770|Barthea44897|Barthea27053|Barthea39381|Barthea45002|Barthea08788|Barthea35160|Barthea30175|Barthea36441|Barthea17419|Barthea44791|Barthea35426|Barthea35007|Barthea17253|Barthea25719|Barthea40598|Barthea08481|Barthea07579|Barthea28074|Barthea24150|Barthea44718|Barthea25954|Barthea26913|Barthea12205|Barthea39402|Barthea10423|Barthea07774|Barthea41845|Barthea42835|Barthea10428|Barthea29046|Barthea21220|Barthea33010|Barthea29274|Barthea08796|Barthea46102|Barthea08793|Barthea14845|Barthea35263|Barthea35261|Barthea10180|Barthea35266|Barthea10185|Barthea43550|Barthea13842|Barthea35038|Barthea42459|Barthea27001|Barthea14358|Barthea26842|Barthea10333|Barthea35036|Barthea06211|Barthea16814|Barthea07685|Barthea12987|Barthea17813|Barthea01866|Barthea13741|Barthea08738|Barthea10002|Barthea22148|Barthea44721|Barthea10004|Barthea09280|Barthea21131|Barthea00287|Barthea29694|Barthea19733|Barthea44081|Barthea36290|Barthea08240|Barthea36295|Barthea20905|Barthea16556|Barthea21055|Barthea46117|Barthea46116|Barthea22992|Barthea31209|Barthea45144|Barthea08643|Barthea33792|Barthea08645|Barthea08644|Barthea39005|Barthea29175|Barthea17232|Barthea23851|Barthea42881|Barthea05684|Barthea25470|Barthea08325|Barthea08154|Barthea24376|Barthea39345|Barthea40912|Barthea31703|Barthea40681|Barthea19758|Barthea15216|Barthea11933|Barthea46323|Barthea37849|Barthea29220|Barthea15925|Barthea29182|Barthea46120|Barthea30259|Barthea36585|Barthea33760|Barthea44280|Barthea22426|Barthea45147|Barthea01767|Barthea07832|Barthea04582|Barthea24464|Barthea27026|Barthea27027|Barthea36523|Barthea43374|Barthea33892|Barthea17229|Barthea21108|Barthea34294|Barthea19124|Barthea15330|Barthea38742|Barthea15722|Barthea35271|Barthea33261|Barthea37031|Barthea39628|Barthea08586|Barthea08429|Barthea26979|Barthea32192|Barthea12702|Barthea11949|Barthea07654|Barthea26977|Barthea07344|Barthea10166|Barthea21928|Barthea37521|Barthea20785|Barthea43305|Barthea36234|Barthea32978	http://www.genome.jp/kegg-bin/show_pathway?ath01110/ath:AT5G65770%09red/ath:AT5G35170%09red/ath:AT5G23960%09red/ath:AT5G06720%09red/ath:AT4G15560%09red/ath:AT3G25900%09red/ath:AT1G16300%09red/ath:AT3G06810%09red/ath:AT4G22920%09red/ath:AT5G35360%09red/ath:AT4G33870%09red/ath:AT4G19860%09red/ath:AT1G10670%09red/ath:AT5G08280%09red/ath:AT4G29130%09red/ath:AT5G58770%09red/ath:AT5G05690%09red/ath:AT2G36530%09red/ath:AT4G33010%09red/ath:AT2G18620%09red/ath:AT1G09430%09red/ath:AT4G33360%09red/ath:AT1G22170%09red/ath:AT1G50110%09red/ath:AT5G19040%09red/ath:AT1G32100%09red/ath:AT1G76490%09red/ath:AT5G39580%09red/ath:AT3G23940%09red/ath:AT1G68460%09red/ath:AT4G08900%09red/ath:AT5G53460%09red/ath:AT5G11880%09red/ath:AT5G43330%09red/ath:AT3G06860%09red/ath:AT4G21200%09red/ath:AT2G39770%09red/ath:AT5G61580%09red/ath:AT2G37040%09red/ath:AT5G42800%09red/ath:AT3G57140%09red/ath:AT4G27270%09red/ath:AT4G02780%09red/ath:AT2G30490%09red/ath:AT2G26250%09red/ath:AT1G08250%09red/ath:AT5G64860%09red/ath:AT2G45150%09red/ath:AT4G31990%09red/ath:AT3G51240%09red/ath:AT2G34790%09red/ath:AT3G01820%09red/ath:AT5G57330%09red/ath:AT1G25450%09red/ath:AT5G56630%09red/ath:AT5G17230%09red/ath:AT5G54160%09red/ath:AT1G23190%09red/ath:AT1G52340%09red/ath:AT1G67560%09red/ath:AT5G65780%09red/ath:AT3G47930%09red/ath:AT1G31860%09red/ath:AT1G74020%09red/ath:AT5G27450%09red/ath:AT4G14210%09red/ath:AT4G14940%09red/ath:AT2G46110%09red/ath:AT3G61610%09red/ath:AT5G25900%09red/ath:AT3G18080%09red/ath:AT1G13280%09red/ath:AT1G31800%09red/ath:AT4G18360%09red/ath:AT4G31760%09red/ath:AT2G20340%09red/ath:AT4G12110%09red/ath:AT4G38460%09red/ath:AT1G64970%09red/ath:AT5G64300%09red/ath:AT1G36160%09red/ath:AT2G33150%09red/ath:AT1G70580%09red/ath:AT5G66120%09red/ath:AT5G51810%09red/ath:AT5G64120%09red/ath:AT3G61510%09red/ath:AT2G36460%09red/ath:AT5G46180%09red/ath:AT1G48850%09red/ath:AT3G01190%09red/ath:AT5G28840%09red/ath:AT1G15080%09red/ath:AT3G13730%09red/ath:AT2G21940%09red/ath:AT5G38420%09red/ath:AT1G74040%09red/ath:AT5G44640%09red/ath:AT4G21470%09red/ath:AT5G10480%09red/ath:AT5G13930%09red/ath:AT4G35640%09red/ath:AT2G30920%09red/ath:AT2G06925%09red/ath:AT4G26010%09red/ath:AT5G11520%09red/ath:AT2G18980%09red/ath:AT3G15730%09red/ath:AT4G34740%09red/ath:AT4G13010%09red/ath:AT2G36780%09red/ath:AT3G02600%09red/ath:AT1G05010%09red/ath:AT1G30100%09red/ath:AT1G50460%09red/ath:AT2G06050%09red/ath:AT3G10050%09red/ath:AT3G53260%09red/ath:AT3G57050%09red/ath:AT1G11790%09red/ath:AT4G22110%09red/ath:AT5G38410%09red/ath:AT5G34930%09red/ath:AT3G29200%09red/ath:AT4G25080%09red/ath:AT4G23660%09red/ath:AT4G36220%09red/ath:AT5G07990%09red/ath:AT5G40610%09red/ath:AT2G22420%09red/ath:AT5G09300%09red/ath:AT1G58440%09red/ath:AT1G10830%09red/ath:AT1G17420%09red/ath:AT1G05160%09red/ath:AT3G47800%09red/ath:AT1G15950%09red/ath:AT4G37930%09red/ath:AT2G27820%09red/ath:AT1G44000%09red/ath:AT3G04790%09red/ath:AT2G17570%09red/ath:AT1G48030%09red/ath:AT1G44170%09red/ath:AT4G32520%09red/ath:AT4G23900%09red/ath:AT4G25980%09red/ath:AT5G48220%09red/ath:AT2G45290%09red/ath:AT1G15550%09red/ath:AT1G72520%09red/ath:AT1G22430%09red/ath:AT5G48930%09red/ath:AT4G36250%09red/ath:AT1G30040%09red/ath:AT3G02580%09red/ath:AT4G13930%09red/ath:ArthCp031%09red/ath:ArthCp030%09red/ath:AT4G25420%09red/ath:AT2G01140%09red/ath:AT1G02500%09red/ath:AT1G68850%09red/ath:AT5G57690%09red/ath:AT5G04040%09red/ath:AT3G53160%09red/ath:AT2G44810%09red/ath:AT5G62790%09red/ath:AT4G12290%09red/ath:AT2G36800%09red/ath:AT1G09780%09red/ath:AT3G09560%09red/ath:AT1G24280%09red/ath:AT1G63970%09red/ath:AT2G32440%09red/ath:AT3G25770%09red/ath:AT3G55440%09red/ath:AT1G16350%09red/ath:AT2G38110%09red/ath:AT3G45140%09red/ath:AT3G20160%09red/ath:AT1G43670%09red/ath:AT2G18950%09red/ath:AT3G48560%09red/ath:AT5G17050%09red/ath:AT1G48320%09red/ath:AT5G42650%09red/ath:AT2G30970%09red/ath:AT1G01090%09red/ath:AT4G37760%09red/ath:AT4G26220%09red/ath:AT4G19170%09red/ath:AT4G14930%09red/ath:AT1G54100%09red/ath:AT4G35790%09red/ath:AT1G22410%09red/ath:AT3G22960%09red/ath:AT1G77330%09red/ath:AT1G71100%09red/ath:AT1G61680%09red/ath:AT1G65930%09red/ath:AT5G05340%09red
Limonene and pinene degradation	KEGG PATHWAY	ath00903	4	19	0.226281851902	0.999997412981	Barthea45144|Barthea40896|Barthea29164|Barthea46323	http://www.genome.jp/kegg-bin/show_pathway?ath00903/ath:AT4G36250%09red/ath:AT1G44170%09red
Arginine and proline metabolism	KEGG PATHWAY	ath00330	18	125	0.265843515403	0.999997412981	Barthea35227|Barthea30259|Barthea35160|Barthea29164|Barthea27319|Barthea46323|Barthea35015|Barthea35016|Barthea14272|Barthea22262|Barthea07579|Barthea24376|Barthea36407|Barthea45144|Barthea39345|Barthea44716|Barthea40896|Barthea30137	http://www.genome.jp/kegg-bin/show_pathway?ath00330/ath:AT5G18930%09red/ath:AT5G11520%09red/ath:AT1G54100%09red/ath:AT4G08900%09red/ath:AT4G31990%09red/ath:AT5G66060%09red/ath:AT4G36250%09red/ath:AT4G29720%09red/ath:AT2G30970%09red/ath:AT4G35820%09red/ath:AT1G23820%09red/ath:AT5G46180%09red/ath:AT1G44170%09red
Pantothenate and CoA biosynthesis	KEGG PATHWAY	ath00770	7	43	0.283067560608	0.999997412981	Barthea04582|Barthea08586|Barthea09280|Barthea14090|Barthea07654|Barthea12085|Barthea46102	http://www.genome.jp/kegg-bin/show_pathway?ath00770/ath:AT5G65770%09red/ath:AT3G48560%09red/ath:AT5G65780%09red/ath:AT1G50110%09red/ath:AT3G23940%09red/ath:AT2G46110%09red
Ubiquitin mediated proteolysis	KEGG PATHWAY	ath04120	31	231	0.300473602302	0.999997412981	Barthea12349|Barthea33863|Barthea12464|Barthea09678|Barthea08540|Barthea24332|Barthea46208|Barthea16840|Barthea03230|Barthea22755|Barthea36945|Barthea13798|Barthea36670|Barthea35164|Barthea00707|Barthea26009|Barthea12350|Barthea24164|Barthea44134|Barthea42733|Barthea09663|Barthea31674|Barthea21568|Barthea09425|Barthea17296|Barthea14838|Barthea21352|Barthea40889|Barthea34922|Barthea21336|Barthea35520	http://www.genome.jp/kegg-bin/show_pathway?ath04120/ath:AT4G02570%09red/ath:AT1G64230%09red/ath:AT5G25560%09red/ath:AT5G67530%09red/ath:AT3G07370%09red/ath:AT1G63800%09red/ath:AT5G65740%09red/ath:AT1G75440%09red/ath:AT5G37930%09red/ath:AT1G50490%09red/ath:AT2G21470%09red/ath:AT5G20570%09red/ath:AT2G41980%09red/ath:AT2G39090%09red/ath:AT5G41580%09red/ath:AT2G32950%09red/ath:AT3G61790%09red/ath:AT3G20060%09red/ath:AT4G33270%09red/ath:AT4G05420%09red
Tropane, piperidine and pyridine alkaloid biosynthesis	KEGG PATHWAY	ath00960	7	44	0.300575908514	0.999997412981	Barthea35227|Barthea35160|Barthea35015|Barthea35016|Barthea46007|Barthea07579|Barthea36437	http://www.genome.jp/kegg-bin/show_pathway?ath00960/ath:AT4G12290%09red/ath:AT4G14940%09red/ath:AT2G30970%09red/ath:AT4G31990%09red/ath:AT5G11520%09red
Valine, leucine and isoleucine degradation	KEGG PATHWAY	ath00280	16	113	0.30193566061	0.999997412981	Barthea13842|Barthea10424|Barthea29164|Barthea10426|Barthea10427|Barthea14090|Barthea40896|Barthea46323|Barthea33892|Barthea29182|Barthea16814|Barthea12085|Barthea46102|Barthea24949|Barthea45144|Barthea39345	http://www.genome.jp/kegg-bin/show_pathway?ath00280/ath:AT5G65770%09red/ath:AT2G33150%09red/ath:AT4G36250%09red/ath:AT1G54100%09red/ath:AT3G06810%09red/ath:AT2G30660%09red/ath:AT5G65780%09red/ath:AT1G44170%09red/ath:AT1G50110%09red/ath:AT4G13360%09red/ath:AT5G09300%09red/ath:AT1G48030%09red/ath:AT5G65940%09red
ABC transporters	KEGG PATHWAY	ath02010	8	52	0.308847630606	0.999997412981	Barthea18778|Barthea41505|Barthea13634|Barthea13981|Barthea46378|Barthea37927|Barthea46377|Barthea27108	http://www.genome.jp/kegg-bin/show_pathway?ath02010/ath:AT2G36910%09red/ath:AT4G01830%09red/ath:AT3G28345%09red/ath:AT5G58270%09red/ath:AT3G28860%09red/ath:AT3G28415%09red
Terpenoid backbone biosynthesis	KEGG PATHWAY	ath00900	15	107	0.322198910349	0.999997412981	Barthea17036|Barthea05684|Barthea00287|Barthea07323|Barthea12401|Barthea17583|Barthea04636|Barthea24333|Barthea12330|Barthea42914|Barthea13741|Barthea29009|Barthea45002|Barthea44721|Barthea17205	http://www.genome.jp/kegg-bin/show_pathway?ath00900/ath:AT5G62790%09red/ath:AT4G15560%09red/ath:AT5G58770%09red/ath:AT5G27450%09red/ath:AT4G38460%09red/ath:AT4G33360%09red/ath:AT3G20160%09red/ath:AT1G63970%09red/ath:AT2G18620%09red/ath:AT1G76490%09red/ath:AT2G36305%09red/ath:AT2G17570%09red/ath:AT5G63910%09red
Ribosome	KEGG PATHWAY	ath03010	73	576	0.33751733429	0.999997412981	Barthea13825|Barthea17093|Barthea28878|Barthea10300|Barthea21705|Barthea36517|Barthea29604|Barthea17569|Barthea43026|Barthea31787|Barthea14367|Barthea38016|Barthea14365|Barthea09391|Barthea30099|Barthea36944|Barthea43790|Barthea31937|Barthea17284|Barthea28856|Barthea31573|Barthea18981|Barthea19504|Barthea30290|Barthea07309|Barthea18518|Barthea35208|Barthea21062|Barthea30106|Barthea08656|Barthea30122|Barthea39391|Barthea19718|Barthea31594|Barthea36525|Barthea09450|Barthea37728|Barthea14359|Barthea44018|Barthea36099|Barthea36577|Barthea41310|Barthea33699|Barthea00003|Barthea10517|Barthea39561|Barthea15688|Barthea29271|Barthea44626|Barthea09254|Barthea23098|Barthea12743|Barthea44727|Barthea28541|Barthea22833|Barthea28548|Barthea00002|Barthea07466|Barthea07621|Barthea00001|Barthea00006|Barthea30116|Barthea28427|Barthea30114|Barthea27242|Barthea13810|Barthea46390|Barthea09196|Barthea41254|Barthea36707|Barthea16367|Barthea41158|Barthea32773	http://www.genome.jp/kegg-bin/show_pathway?ath03010/ath:AT4G18100%09red/ath:AT3G53740%09red/ath:AT1G26910%09red/ath:AT4G25740%09red/ath:AT5G39850%09red/ath:AT5G10360%09red/ath:AT5G57290%09red/ath:AT3G61110%09red/ath:AT2G43030%09red/ath:AT1G74970%09red/ath:AT1G26880%09red/ath:AT3G09500%09red/ath:AT1G15250%09red/ath:AT4G29410%09red/ath:AT2G37270%09red/ath:AT3G06040%09red/ath:AT5G09770%09red/ath:AT5G23740%09red/ath:AT2G18400%09red/ath:AT5G18790%09red/ath:AT1G74050%09red/ath:AT3G54210%09red/ath:AT3G01790%09red/ath:ArthCp085%09red/ath:AT1G67430%09red/ath:AT3G25520%09red/ath:AT3G49010%09red/ath:AT1G70600%09red/ath:ArthCp020%09red/ath:AT5G35530%09red/ath:ArthCp024%09red/ath:ArthCp088%09red/ath:AT3G27850%09red/ath:AT4G39880%09red/ath:AT3G62870%09red/ath:ArthCp061%09red/ath:AT4G14320%09red/ath:ArthCp047%09red/ath:AT5G28060%09red/ath:AT3G59540%09red/ath:AT2G20450%09red/ath:AT3G04400%09red/ath:AT5G67510%09red/ath:AT2G47110%09red/ath:AT2G27530%09red/ath:AT2G40010%09red/ath:AT1G26740%09red/ath:AT1G43170%09red/ath:AT4G35490%09red/ath:AT3G47370%09red/ath:AT1G36240%09red/ath:AT4G17560%09red/ath:AT5G24510%09red
Histidine metabolism	KEGG PATHWAY	ath00340	6	39	0.348062893345	0.999997412981	Barthea29164|Barthea46323|Barthea40896|Barthea17604|Barthea39345|Barthea45144	http://www.genome.jp/kegg-bin/show_pathway?ath00340/ath:AT1G31860%09red/ath:AT1G44170%09red/ath:AT4G36250%09red/ath:AT1G54100%09red
Sulfur relay system	KEGG PATHWAY	ath04122	4	24	0.350414265407	0.999997412981	Barthea24385|Barthea01941|Barthea34676|Barthea04415	http://www.genome.jp/kegg-bin/show_pathway?ath04122/ath:AT5G55130%09red/ath:AT4G10100%09red
